UC,CC,Labels
UC48.txt,BeanPreferenzeGeneriche.txt,1
UC48.txt,IGestioneTuristaClient.txt,1
UC49.txt,GestioneTuristaClient.txt,1
UC49.txt,IGestioneTuristaClient.txt,1
UC49.txt,GestioneBeniCulturaliComune.txt,1
UC49.txt,IGestioneBeniCulturaliComune.txt,1
UC49.txt,GestionePuntiDiRistoroComune.txt,1
UC49.txt,IGestionePuntiDiRistoroComune.txt,1
UC50.txt,IDBVisitaBC.txt,1
UC50.txt,DBVisitaPR.txt,1
UC50.txt,IDBVisitaPR.txt,1
UC50.txt,ControlloVisiteBeniCulturali.txt,1
UC50.txt,SitoTableModel.txt,1
UC50.txt,ControlloDati.txt,1
UC50.txt,BeanVisitaBC.txt,1
UC51.txt,IDBPreferenzeGeneriche.txt,1
UC51.txt,GestioneTuristaComune.txt,1
UC51.txt,IGestioneTuristaClient.txt,1
UC51.txt,ControlloDati.txt,1
UC51.txt,BeanPreferenzeGeneriche.txt,1
UC52.txt,IDBPreferenzeGeneriche.txt,1
UC52.txt,GestioneTuristaComune.txt,1
UC52.txt,IGestioneTuristaClient.txt,1
UC52.txt,BeanPreferenzeGeneriche.txt,1
UC52.txt,IDBTurista.txt,1
UC52.txt,DBTurista.txt,1
UC53.txt,IDBVisitaBC.txt,1
UC53.txt,DBVisitaPR.txt,1
UC53.txt,IDBVisitaPR.txt,1
UC53.txt,ControlloVisiteBeniCulturali.txt,1
UC53.txt,SitoTableModel.txt,1
UC53.txt,ControlloDati.txt,1
UC54.txt,BeanVisitaPR.txt,1
UC54.txt,DBVisitaBC.txt,1
UC54.txt,IDBVisitaBC.txt,1
UC54.txt,DBVisitaPR.txt,1
UC54.txt,IDBVisitaPR.txt,1
UC54.txt,ControlloVisiteBeniCulturali.txt,1
UC54.txt,SitoTableModel.txt,1
UC54.txt,ControlloDati.txt,1
UC55.txt,ControlloDati.txt,1
UC55.txt,BeanVisitaBC.txt,1
UC55.txt,BeanVisitaPR.txt,1
UC56.txt,Punto3DRenderer.txt,1
UC56.txt,Ricerca.txt,1
UC56.txt,IRicerca.txt,1
UC56.txt,RicercaStandard.txt,1
UC57.txt,IRicerca.txt,1
UC58.txt,SchedaBC.txt,1
UC58.txt,SchedaPR.txt,1
UC58.txt,BeanPuntoDiRistoro.txt,1
UC58.txt,BeanBeneCulturale.txt,1
UC1.TXT,Autenticazione.java,0
UC1.TXT,Banner.java,0
UC1.TXT,BannerDialog.java,0
UC1.TXT,BannerNode.java,0
UC1.TXT,BannerRenderer.java,0
UC1.TXT,BeanBanner.java,0
UC1.TXT,BeanBeneCulturale.java,0
UC1.TXT,BeanConvenzione.java,0
UC1.TXT,BeanMenu.java,0
UC1.TXT,BeanNews.java,0
UC1.TXT,BeanOperatoreAgenzia.java,0
UC1.TXT,BeanOperatorePuntoDiRistoro.java,0
UC1.TXT,BeanPiatto.java,0
UC1.TXT,BeanPreferenzaDiRicerca.java,0
UC1.TXT,BeanPreferenzeGeneriche.java,0
UC1.TXT,BeanPuntoDiRistoro.java,0
UC1.TXT,BeanTag.java,0
UC1.TXT,BeanTurista.java,0
UC1.TXT,BeanVisitaBC.java,0
UC1.TXT,BeanVisitaPR.java,0
UC1.TXT,Categoria.java,0
UC1.TXT,ControlloBeniCulturali.java,0
UC1.TXT,ControlloDati.java,0
UC1.TXT,ControlloDatiAdvertisement.java,0
UC1.TXT,ControlloVisiteBeniCulturali.java,0
UC1.TXT,ControlServerLauncher.java,0
UC1.TXT,CostantiGlobali.java,0
UC1.TXT,DBBanner.java,0
UC1.TXT,DBConnectionPool.java,0
UC1.TXT,DBConvenzione.java,0
UC1.TXT,DBCulturalAsset.java,0
UC1.TXT,DBDish.java,0
UC1.TXT,DBMenu.java,0
UC1.TXT,DBNews.java,0
UC1.TXT,DBOperatorAgency.java,0
UC1.TXT,DBOperatoreRestaurant.java,0
UC1.TXT,DBPiatto.java,0
UC1.TXT,DBPreferenzeGeneriche.java,0
UC1.TXT,DBPuntoDiRistoro.java,0
UC1.TXT,DBSearchPreferences.java,0
UC1.TXT,DBStatisticheLocalita.java,0
UC1.TXT,DBTag.java,0
UC1.TXT,DBTurista.java,0
UC1.TXT,DBVisitaBC.java,0
UC1.TXT,DBVisitaPR.java,0
UC1.TXT,DeskManager.java,0
UC1.TXT,ElencoCategorie.java,0
UC1.TXT,ErrorMessages.java,0
UC1.TXT,FeedBackTableModel.java,0
UC1.TXT,Fuzzy.java,0
UC1.TXT,GestioneAdvertisement.java,0
UC1.TXT,GestioneAdvertisementAgenzia.java,0
UC1.TXT,GestioneAdvertisementPuntoDiRistoro.java,0
UC1.TXT,GestioneBeniCulturaliComune.java,0
UC1.TXT,GestionePuntiDiRistoroComune.java,0
UC1.TXT,GestioneTagComune.java,0
UC1.TXT,GestioneTagOperatoreAgenzia.java,0
UC1.TXT,GestioneTuristaClient.java,0
UC1.TXT,GestioneTuristaComune.java,0
UC1.TXT,GestioneTuristiAgenzia.java,0
UC1.TXT,HelpManager.java,0
UC1.TXT,IAutenticazione.java,0
UC1.TXT,IDBBanner.java,0
UC1.TXT,IDBConvenzione.java,0
UC1.TXT,IDBMenu.java,0
UC1.TXT,IDBNews.java,0
UC1.TXT,IDBOperatoreAgenzia.java,0
UC1.TXT,IDBOperatorePuntoDiRistoro.java,0
UC1.TXT,IDBPiatto.java,0
UC1.TXT,IDBPreferenzeDiRicerca.java,0
UC1.TXT,IDBPreferenzeGeneriche.java,0
UC1.TXT,IDBPuntoDiRistoro.java,0
UC1.TXT,IDBTag.java,0
UC1.TXT,IDBTurista.java,0
UC1.TXT,IDBVisitaBC.java,0
UC1.TXT,IDBVisitaPR.java,0
UC1.TXT,IGestioneAdvertisement.java,0
UC1.TXT,IGestioneAdvertisementAgenzia.java,0
UC1.TXT,IGestioneAdvertisementPuntoDiRistoro.java,0
UC1.TXT,IGestioneBeniCulturaliAgenzia.java,0
UC1.TXT,IGestioneBeniCulturaliComune.java,0
UC1.TXT,IGestionePuntiDiRistoroAgenzia.java,0
UC1.TXT,IGestionePuntiDiRistoroComune.java,0
UC1.TXT,IGestioneTagComune.java,0
UC1.TXT,IGestioneTagOperatoreAgenzia.java,0
UC1.TXT,IGestioneTuristaClient.java,0
UC1.TXT,IGestioneTuristiAgenzia.java,0
UC1.TXT,IRicerca.java,0
UC1.TXT,LimitedDocument.java,0
UC1.TXT,MediaVotiRenderer.java,0
UC1.TXT,MessaggiErrore.java,0
UC1.TXT,News.java,0
UC1.TXT,NewsTableModelTest.java,0
UC1.TXT,OperatoreAgenzia.java,0
UC1.TXT,PrioritaRenderer.java,0
UC1.TXT,PRNode.java,0
UC1.TXT,PuntiDiRistoro.java,0
UC1.TXT,Punto3D.java,0
UC1.TXT,Punto3DRenderer.java,0
UC1.TXT,reportStatistici.java,0
UC1.TXT,ReportTableModel.java,0
UC1.TXT,Ricerca.java,0
UC1.TXT,RicercaAvanzata.java,0
UC1.TXT,RicercaStandard.java,0
UC1.TXT,SchedaBC.java,0
UC1.TXT,SchedaBC.java,0
UC1.TXT,SchedaPR.java,0
UC1.TXT,SchedaTurista.java,0
UC1.TXT,ScrollableTable.java,0
UC1.TXT,SitoTableModel.java,0
UC1.TXT,Tag.java,0
UC1.TXT,TAGTableModel.java,0
UC1.TXT,TestoNewsRendererTest.java,0
UC1.TXT,Turisti.java,0
UC1.TXT,TuristiTableModel.java,0
UC10.TXT,Autenticazione.java,0
UC10.TXT,Banner.java,0
UC10.TXT,BannerDialog.java,0
UC10.TXT,BannerNode.java,0
UC10.TXT,BannerRenderer.java,0
UC10.TXT,BeanBanner.java,0
UC10.TXT,BeanBeneCulturale.java,0
UC10.TXT,BeanConvenzione.java,0
UC10.TXT,BeanMenu.java,0
UC10.TXT,BeanNews.java,0
UC10.TXT,BeanOperatoreAgenzia.java,0
UC10.TXT,BeanOperatorePuntoDiRistoro.java,0
UC10.TXT,BeanPiatto.java,0
UC10.TXT,BeanPreferenzaDiRicerca.java,0
UC10.TXT,BeanPreferenzeGeneriche.java,0
UC10.TXT,BeanTag.java,0
UC10.TXT,BeanTurista.java,0
UC10.TXT,BeanVisitaBC.java,0
UC10.TXT,BeanVisitaPR.java,0
UC10.TXT,BeniCulturali.java,0
UC10.TXT,Categoria.java,0
UC10.TXT,ControlloBeniCulturali.java,0
UC10.TXT,ControlloDati.java,0
UC10.TXT,ControlloDatiAdvertisement.java,0
UC10.TXT,ControlloVisiteBeniCulturali.java,0
UC10.TXT,ControlServerLauncher.java,0
UC10.TXT,CostantiGlobali.java,0
UC10.TXT,DBBanner.java,0
UC10.TXT,DBBeneCulturale.java,0
UC10.TXT,DBConnectionPool.java,0
UC10.TXT,DBConvenzione.java,0
UC10.TXT,DBCulturalAsset.java,0
UC10.TXT,DBDish.java,0
UC10.TXT,DBMenu.java,0
UC10.TXT,DBNews.java,0
UC10.TXT,DBOperatorAgency.java,0
UC10.TXT,DBOperatoreRestaurant.java,0
UC10.TXT,DBPiatto.java,0
UC10.TXT,DBPreferenzeGeneriche.java,0
UC10.TXT,DBSearchPreferences.java,0
UC10.TXT,DBStatisticheLocalita.java,0
UC10.TXT,DBTag.java,0
UC10.TXT,DBTurista.java,0
UC10.TXT,DBVisitaBC.java,0
UC10.TXT,DBVisitaPR.java,0
UC10.TXT,DeskManager.java,0
UC10.TXT,ElencoCategorie.java,0
UC10.TXT,ErrorMessages.java,0
UC10.TXT,FeedBackTableModel.java,0
UC10.TXT,Fuzzy.java,0
UC10.TXT,GestioneAdvertisement.java,0
UC10.TXT,GestioneAdvertisementAgenzia.java,0
UC10.TXT,GestioneAdvertisementPuntoDiRistoro.java,0
UC10.TXT,GestioneBeniCulturaliAgenzia.java,0
UC10.TXT,GestioneBeniCulturaliComune.java,0
UC10.TXT,GestioneTagComune.java,0
UC10.TXT,GestioneTagOperatoreAgenzia.java,0
UC10.TXT,GestioneTuristaClient.java,0
UC10.TXT,GestioneTuristaComune.java,0
UC10.TXT,GestioneTuristiAgenzia.java,0
UC10.TXT,HelpManager.java,0
UC10.TXT,IAutenticazione.java,0
UC10.TXT,IDBBanner.java,0
UC10.TXT,IDBBeneCulturale.java,0
UC10.TXT,IDBConvenzione.java,0
UC10.TXT,IDBMenu.java,0
UC10.TXT,IDBNews.java,0
UC10.TXT,IDBOperatoreAgenzia.java,0
UC10.TXT,IDBOperatorePuntoDiRistoro.java,0
UC10.TXT,IDBPiatto.java,0
UC10.TXT,IDBPreferenzeDiRicerca.java,0
UC10.TXT,IDBPreferenzeGeneriche.java,0
UC10.TXT,IDBTag.java,0
UC10.TXT,IDBTurista.java,0
UC10.TXT,IDBVisitaBC.java,0
UC10.TXT,IDBVisitaPR.java,0
UC10.TXT,IGestioneAdvertisement.java,0
UC10.TXT,IGestioneAdvertisementAgenzia.java,0
UC10.TXT,IGestioneAdvertisementPuntoDiRistoro.java,0
UC10.TXT,IGestioneBeniCulturaliAgenzia.java,0
UC10.TXT,IGestioneBeniCulturaliComune.java,0
UC10.TXT,IGestioneTagComune.java,0
UC10.TXT,IGestioneTagOperatoreAgenzia.java,0
UC10.TXT,IGestioneTuristaClient.java,0
UC10.TXT,IGestioneTuristiAgenzia.java,0
UC10.TXT,IRicerca.java,0
UC10.TXT,LimitedDocument.java,0
UC10.TXT,MediaVotiRenderer.java,0
UC10.TXT,MessaggiErrore.java,0
UC10.TXT,News.java,0
UC10.TXT,NewsTableModelTest.java,0
UC10.TXT,OperatoreAgenzia.java,0
UC10.TXT,PrioritaRenderer.java,0
UC10.TXT,PRNode.java,0
UC10.TXT,PuntiDiRistoro.java,0
UC10.TXT,Punto3D.java,0
UC10.TXT,Punto3DRenderer.java,0
UC10.TXT,reportStatistici.java,0
UC10.TXT,ReportTableModel.java,0
UC10.TXT,Ricerca.java,0
UC10.TXT,RicercaAvanzata.java,0
UC10.TXT,RicercaStandard.java,0
UC10.TXT,SchedaBC.java,0
UC10.TXT,SchedaBC.java,0
UC10.TXT,SchedaPR.java,0
UC10.TXT,SchedaTurista.java,0
UC10.TXT,ScrollableTable.java,0
UC10.TXT,SitoTableModel.java,0
UC10.TXT,Tag.java,0
UC10.TXT,TAGTableModel.java,0
UC10.TXT,TestoNewsRendererTest.java,0
UC10.TXT,Turisti.java,0
UC10.TXT,TuristiTableModel.java,0
UC11.TXT,Autenticazione.java,0
UC11.TXT,Banner.java,0
UC11.TXT,BannerDialog.java,0
UC11.TXT,BannerNode.java,0
UC11.TXT,BannerRenderer.java,0
UC11.TXT,BeanBanner.java,0
UC11.TXT,BeanBeneCulturale.java,0
UC11.TXT,BeanMenu.java,0
UC11.TXT,BeanNews.java,0
UC11.TXT,BeanOperatoreAgenzia.java,0
UC11.TXT,BeanOperatorePuntoDiRistoro.java,0
UC11.TXT,BeanPiatto.java,0
UC11.TXT,BeanPreferenzaDiRicerca.java,0
UC11.TXT,BeanPreferenzeGeneriche.java,0
UC11.TXT,BeanPuntoDiRistoro.java,0
UC11.TXT,BeanTag.java,0
UC11.TXT,BeanTurista.java,0
UC11.TXT,BeanVisitaBC.java,0
UC11.TXT,BeanVisitaPR.java,0
UC11.TXT,BeniCulturali.java,0
UC11.TXT,Categoria.java,0
UC11.TXT,ControlloBeniCulturali.java,0
UC11.TXT,ControlloDati.java,0
UC11.TXT,ControlloDatiAdvertisement.java,0
UC11.TXT,ControlloVisiteBeniCulturali.java,0
UC11.TXT,ControlServerLauncher.java,0
UC11.TXT,CostantiGlobali.java,0
UC11.TXT,DBBanner.java,0
UC11.TXT,DBBeneCulturale.java,0
UC11.TXT,DBConnectionPool.java,0
UC11.TXT,DBConvenzione.java,0
UC11.TXT,DBCulturalAsset.java,0
UC11.TXT,DBDish.java,0
UC11.TXT,DBMenu.java,0
UC11.TXT,DBNews.java,0
UC11.TXT,DBOperatorAgency.java,0
UC11.TXT,DBOperatoreRestaurant.java,0
UC11.TXT,DBPiatto.java,0
UC11.TXT,DBPreferenzeGeneriche.java,0
UC11.TXT,DBPuntoDiRistoro.java,0
UC11.TXT,DBSearchPreferences.java,0
UC11.TXT,DBStatisticheLocalita.java,0
UC11.TXT,DBTag.java,0
UC11.TXT,DBTurista.java,0
UC11.TXT,DBVisitaBC.java,0
UC11.TXT,DBVisitaPR.java,0
UC11.TXT,DeskManager.java,0
UC11.TXT,ElencoCategorie.java,0
UC11.TXT,ErrorMessages.java,0
UC11.TXT,FeedBackTableModel.java,0
UC11.TXT,Fuzzy.java,0
UC11.TXT,GestioneAdvertisement.java,0
UC11.TXT,GestioneAdvertisementAgenzia.java,0
UC11.TXT,GestioneAdvertisementPuntoDiRistoro.java,0
UC11.TXT,GestioneBeniCulturaliAgenzia.java,0
UC11.TXT,GestioneBeniCulturaliComune.java,0
UC11.TXT,GestionePuntiDiRistoroComune.java,0
UC11.TXT,GestioneTagComune.java,0
UC11.TXT,GestioneTagOperatoreAgenzia.java,0
UC11.TXT,GestioneTuristaClient.java,0
UC11.TXT,GestioneTuristaComune.java,0
UC11.TXT,GestioneTuristiAgenzia.java,0
UC11.TXT,HelpManager.java,0
UC11.TXT,IAutenticazione.java,0
UC11.TXT,IDBBanner.java,0
UC11.TXT,IDBBeneCulturale.java,0
UC11.TXT,IDBMenu.java,0
UC11.TXT,IDBNews.java,0
UC11.TXT,IDBOperatoreAgenzia.java,0
UC11.TXT,IDBOperatorePuntoDiRistoro.java,0
UC11.TXT,IDBPiatto.java,0
UC11.TXT,IDBPreferenzeDiRicerca.java,0
UC11.TXT,IDBPreferenzeGeneriche.java,0
UC11.TXT,IDBPuntoDiRistoro.java,0
UC11.TXT,IDBTag.java,0
UC11.TXT,IDBTurista.java,0
UC11.TXT,IDBVisitaBC.java,0
UC11.TXT,IDBVisitaPR.java,0
UC11.TXT,IGestioneAdvertisement.java,0
UC11.TXT,IGestioneAdvertisementAgenzia.java,0
UC11.TXT,IGestioneAdvertisementPuntoDiRistoro.java,0
