UC,CC, Labels
UC48.txt,BeanPreferenzeGeneriche.txt,1
UC48.txt,IGestioneTuristaClient.txt,1
UC49.txt,GestioneTuristaClient.txt,1
UC49.txt,IGestioneTuristaClient.txt,1
UC49.txt,GestioneBeniCulturaliComune.txt,1
UC49.txt,IGestioneBeniCulturaliComune.txt,1
UC49.txt,GestionePuntiDiRistoroComune.txt,1
UC49.txt,IGestionePuntiDiRistoroComune.txt,1
UC50.txt,IDBVisitaBC.txt,1
UC50.txt,DBVisitaPR.txt,1
UC50.txt,IDBVisitaPR.txt,1
UC50.txt,ControlloVisiteBeniCulturali.txt,1
UC50.txt,SitoTableModel.txt,1
UC50.txt,ControlloDati.txt,1
UC50.txt,BeanVisitaBC.txt,1
UC51.txt,IDBPreferenzeGeneriche.txt,1
UC51.txt,GestioneTuristaComune.txt,1
UC51.txt,IGestioneTuristaClient.txt,1
UC51.txt,ControlloDati.txt,1
UC51.txt,BeanPreferenzeGeneriche.txt,1
UC52.txt,IDBPreferenzeGeneriche.txt,1
UC52.txt,GestioneTuristaComune.txt,1
UC52.txt,IGestioneTuristaClient.txt,1
UC52.txt,BeanPreferenzeGeneriche.txt,1
UC52.txt,IDBTurista.txt,1
UC52.txt,DBTurista.txt,1
UC53.txt,IDBVisitaBC.txt,1
UC53.txt,DBVisitaPR.txt,1
UC53.txt,IDBVisitaPR.txt,1
UC53.txt,ControlloVisiteBeniCulturali.txt,1
UC53.txt,SitoTableModel.txt,1
UC53.txt,ControlloDati.txt,1
UC54.txt,BeanVisitaPR.txt,1
UC54.txt,DBVisitaBC.txt,1
UC54.txt,IDBVisitaBC.txt,1
UC54.txt,DBVisitaPR.txt,1
UC54.txt,IDBVisitaPR.txt,1
UC54.txt,ControlloVisiteBeniCulturali.txt,1
UC54.txt,SitoTableModel.txt,1
UC54.txt,ControlloDati.txt,1
UC55.txt,ControlloDati.txt,1
UC55.txt,BeanVisitaBC.txt,1
UC55.txt,BeanVisitaPR.txt,1
UC56.txt,Punto3DRenderer.txt,1
UC56.txt,Ricerca.txt,1
UC56.txt,IRicerca.txt,1
UC56.txt,RicercaStandard.txt,1
UC57.txt,IRicerca.txt,1
UC58.txt,SchedaBC.txt,1
UC58.txt,SchedaPR.txt,1
UC58.txt,BeanPuntoDiRistoro.txt,1
UC58.txt,BeanBeneCulturale.txt,1
UC1.TXT,Autenticazione.txt,0
UC1.TXT,Banner.txt,0
UC1.TXT,BannerDialog.txt,0
UC1.TXT,BannerNode.txt,0
UC1.TXT,BannerRenderer.txt,0
UC1.TXT,BeanBanner.txt,0
UC1.TXT,BeanBeneCulturale.txt,0
UC1.TXT,BeanConvenzione.txt,0
UC1.TXT,BeanMenu.txt,0
UC1.TXT,BeanNews.txt,0
UC1.TXT,BeanOperatoreAgenzia.txt,0
UC1.TXT,BeanOperatorePuntoDiRistoro.txt,0
UC1.TXT,BeanPiatto.txt,0
UC1.TXT,BeanPreferenzaDiRicerca.txt,0
UC1.TXT,BeanPreferenzeGeneriche.txt,0
UC1.TXT,BeanPuntoDiRistoro.txt,0
UC1.TXT,BeanTag.txt,0
UC1.TXT,BeanTurista.txt,0
UC1.TXT,BeanVisitaBC.txt,0
UC1.TXT,BeanVisitaPR.txt,0
UC1.TXT,Categoria.txt,0
UC1.TXT,ControlloBeniCulturali.txt,0
UC1.TXT,ControlloDati.txt,0
UC1.TXT,ControlloDatiAdvertisement.txt,0
UC1.TXT,ControlloVisiteBeniCulturali.txt,0
UC1.TXT,ControlServerLauncher.txt,0
UC1.TXT,CostantiGlobali.txt,0
UC1.TXT,DBBanner.txt,0
UC1.TXT,DBConnessionePool.txt,0
UC1.TXT,DBConvenzione.txt,0
UC1.TXT,DBMenu.txt,0
UC1.TXT,DBNews.txt,0
UC1.TXT,DBOperatoreAgenzia.txt,0
UC1.TXT,DBOperatorePuntoDiRistoro.txt,0
UC1.TXT,DBPiatto.txt,0
UC1.TXT,DBPreferenzeDiRicerca.txt,0
UC1.TXT,DBPreferenzeGeneriche.txt,0
UC1.TXT,DBPuntoDiRistoro.txt,0
UC1.TXT,DBStatisticheLocalita.txt,0
UC1.TXT,DBTag.txt,0
UC1.TXT,DBTurista.txt,0
UC1.TXT,DBVisitaBC.txt,0
UC1.TXT,DBVisitaPR.txt,0
UC1.TXT,DeskManager.txt,0
UC1.TXT,ElencoCategorie.txt,0
UC1.TXT,FeedBackTableModel.txt,0
UC1.TXT,Fuzzy.txt,0
UC1.TXT,GestioneAdvertisement.txt,0
UC1.TXT,GestioneAdvertisementAgenzia.txt,0
UC1.TXT,GestioneAdvertisementPuntoDiRistoro.txt,0
UC1.TXT,GestioneBeniCulturaliComune.txt,0
UC1.TXT,GestionePuntiDiRistoroAgenzia.txt,0
UC1.TXT,GestionePuntiDiRistoroComune.txt,0
UC1.TXT,GestioneTagComune.txt,0
UC1.TXT,GestioneTagOperatoreAgenzia.txt,0
UC1.TXT,GestioneTuristaClient.txt,0
UC1.TXT,GestioneTuristaComune.txt,0
UC1.TXT,GestioneTuristiAgenzia.txt,0
UC1.TXT,HelpManager.txt,0
UC1.TXT,IAutenticazione.txt,0
UC1.TXT,IDBBanner.txt,0
UC1.TXT,IDBConvenzione.txt,0
UC1.TXT,IDBMenu.txt,0
UC1.TXT,IDBNews.txt,0
UC1.TXT,IDBOperatoreAgenzia.txt,0
UC1.TXT,IDBOperatorePuntoDiRistoro.txt,0
UC1.TXT,IDBPiatto.txt,0
UC1.TXT,IDBPreferenzeDiRicerca.txt,0
UC1.TXT,IDBPreferenzeGeneriche.txt,0
UC1.TXT,IDBPuntoDiRistoro.txt,0
UC1.TXT,IDBTag.txt,0
UC1.TXT,IDBTurista.txt,0
UC1.TXT,IDBVisitaBC.txt,0
UC1.TXT,IDBVisitaPR.txt,0
UC1.TXT,IGestioneAdvertisement.txt,0
UC1.TXT,IGestioneAdvertisementAgenzia.txt,0
UC1.TXT,IGestioneAdvertisementPuntoDiRistoro.txt,0
UC1.TXT,IGestioneBeniCulturaliAgenzia.txt,0
UC1.TXT,IGestioneBeniCulturaliComune.txt,0
UC1.TXT,IGestionePuntiDiRistoroAgenzia.txt,0
UC1.TXT,IGestionePuntiDiRistoroComune.txt,0
UC1.TXT,IGestioneTagComune.txt,0
UC1.TXT,IGestioneTagOperatoreAgenzia.txt,0
UC1.TXT,IGestioneTuristaClient.txt,0
UC1.TXT,IGestioneTuristiAgenzia.txt,0
UC1.TXT,IRicerca.txt,0
UC1.TXT,LimitedDocument.txt,0
UC1.TXT,MediaVotiRenderer.txt,0
UC1.TXT,MessaggiErrore.txt,0
UC1.TXT,News.txt,0
UC1.TXT,NewsTableModelTest.txt,0
UC1.TXT,OperatoreAgenzia.txt,0
UC1.TXT,PrioritaRenderer.txt,0
UC1.TXT,PRNode.txt,0
UC1.TXT,PuntiDiRistoro.txt,0
UC1.TXT,Punto3D.txt,0
UC1.TXT,Punto3DRenderer.txt,0
UC1.TXT,reportStatistici.txt,0
UC1.TXT,ReportTableModel.txt,0
UC1.TXT,Ricerca.txt,0
UC1.TXT,RicercaAvanzata.txt,0
UC1.TXT,RicercaStandard.txt,0
UC1.TXT,SchedaBC.txt,0
UC1.TXT,SchedaPR.txt,0
UC1.TXT,SchedaTurista.txt,0
UC1.TXT,ScrollableTable.txt,0
UC1.TXT,SitoTableModel.txt,0
UC1.TXT,Tag.txt,0
UC1.TXT,TAGTableModel.txt,0
UC1.TXT,TestoNewsRendererTest.txt,0
UC1.TXT,Turisti.txt,0
UC1.TXT,TuristiTableModel.txt,0
UC10.TXT,Autenticazione.txt,0
UC10.TXT,Banner.txt,0
UC10.TXT,BannerDialog.txt,0
UC10.TXT,BannerNode.txt,0
UC10.TXT,BannerRenderer.txt,0
UC10.TXT,BeanBanner.txt,0
UC10.TXT,BeanBeneCulturale.txt,0
UC10.TXT,BeanConvenzione.txt,0
UC10.TXT,BeanMenu.txt,0
UC10.TXT,BeanNews.txt,0
UC10.TXT,BeanOperatoreAgenzia.txt,0
UC10.TXT,BeanOperatorePuntoDiRistoro.txt,0
UC10.TXT,BeanPiatto.txt,0
UC10.TXT,BeanPreferenzaDiRicerca.txt,0
UC10.TXT,BeanPreferenzeGeneriche.txt,0
UC10.TXT,BeanTag.txt,0
UC10.TXT,BeanTurista.txt,0
UC10.TXT,BeanVisitaBC.txt,0
UC10.TXT,BeanVisitaPR.txt,0
UC10.TXT,BeniCulturali.txt,0
UC10.TXT,Categoria.txt,0
UC10.TXT,ControlloBeniCulturali.txt,0
UC10.TXT,ControlloDati.txt,0
UC10.TXT,ControlloDatiAdvertisement.txt,0
UC10.TXT,ControlloVisiteBeniCulturali.txt,0
UC10.TXT,ControlServerLauncher.txt,0
UC10.TXT,CostantiGlobali.txt,0
UC10.TXT,DBBanner.txt,0
UC10.TXT,DBBeneCulturale.txt,0
UC10.TXT,DBConnessionePool.txt,0
UC10.TXT,DBConvenzione.txt,0
UC10.TXT,DBMenu.txt,0
UC10.TXT,DBNews.txt,0
UC10.TXT,DBOperatoreAgenzia.txt,0
UC10.TXT,DBOperatorePuntoDiRistoro.txt,0
UC10.TXT,DBPiatto.txt,0
UC10.TXT,DBPreferenzeDiRicerca.txt,0
UC10.TXT,DBPreferenzeGeneriche.txt,0
UC10.TXT,DBStatisticheLocalita.txt,0
UC10.TXT,DBTag.txt,0
UC10.TXT,DBTurista.txt,0
UC10.TXT,DBVisitaBC.txt,0
UC10.TXT,DBVisitaPR.txt,0
UC10.TXT,DeskManager.txt,0
UC10.TXT,ElencoCategorie.txt,0
UC10.TXT,FeedBackTableModel.txt,0
UC10.TXT,Fuzzy.txt,0
UC10.TXT,GestioneAdvertisement.txt,0
UC10.TXT,GestioneAdvertisementAgenzia.txt,0
UC10.TXT,GestioneAdvertisementPuntoDiRistoro.txt,0
UC10.TXT,GestioneBeniCulturaliAgenzia.txt,0
UC10.TXT,GestioneBeniCulturaliComune.txt,0
UC10.TXT,GestioneTagComune.txt,0
UC10.TXT,GestioneTagOperatoreAgenzia.txt,0
UC10.TXT,GestioneTuristaClient.txt,0
UC10.TXT,GestioneTuristaComune.txt,0
UC10.TXT,GestioneTuristiAgenzia.txt,0
UC10.TXT,HelpManager.txt,0
UC10.TXT,IAutenticazione.txt,0
UC10.TXT,IDBBanner.txt,0
UC10.TXT,IDBBeneCulturale.txt,0
UC10.TXT,IDBConvenzione.txt,0
UC10.TXT,IDBMenu.txt,0
UC10.TXT,IDBNews.txt,0
UC10.TXT,IDBOperatoreAgenzia.txt,0
UC10.TXT,IDBOperatorePuntoDiRistoro.txt,0
UC10.TXT,IDBPiatto.txt,0
UC10.TXT,IDBPreferenzeDiRicerca.txt,0
UC10.TXT,IDBPreferenzeGeneriche.txt,0
UC10.TXT,IDBTag.txt,0
UC10.TXT,IDBTurista.txt,0
UC10.TXT,IDBVisitaBC.txt,0
UC10.TXT,IDBVisitaPR.txt,0
UC10.TXT,IGestioneAdvertisement.txt,0
UC10.TXT,IGestioneAdvertisementAgenzia.txt,0
UC10.TXT,IGestioneAdvertisementPuntoDiRistoro.txt,0
UC10.TXT,IGestioneBeniCulturaliAgenzia.txt,0
UC10.TXT,IGestioneBeniCulturaliComune.txt,0
UC10.TXT,IGestioneTagComune.txt,0
UC10.TXT,IGestioneTagOperatoreAgenzia.txt,0
UC10.TXT,IGestioneTuristaClient.txt,0
UC10.TXT,IGestioneTuristiAgenzia.txt,0
UC10.TXT,IRicerca.txt,0
UC10.TXT,LimitedDocument.txt,0
UC10.TXT,MediaVotiRenderer.txt,0
UC10.TXT,MessaggiErrore.txt,0
UC10.TXT,News.txt,0
UC10.TXT,NewsTableModelTest.txt,0
UC10.TXT,OperatoreAgenzia.txt,0
UC10.TXT,PrioritaRenderer.txt,0
UC10.TXT,PRNode.txt,0
UC10.TXT,PuntiDiRistoro.txt,0
UC10.TXT,Punto3D.txt,0
UC10.TXT,Punto3DRenderer.txt,0
UC10.TXT,reportStatistici.txt,0
UC10.TXT,ReportTableModel.txt,0
UC10.TXT,Ricerca.txt,0
UC10.TXT,RicercaAvanzata.txt,0
UC10.TXT,RicercaStandard.txt,0
UC10.TXT,SchedaBC.txt,0
UC10.TXT,SchedaPR.txt,0
UC10.TXT,SchedaTurista.txt,0
UC10.TXT,ScrollableTable.txt,0
UC10.TXT,SitoTableModel.txt,0
UC10.TXT,Tag.txt,0
UC10.TXT,TAGTableModel.txt,0
UC10.TXT,TestoNewsRendererTest.txt,0
UC10.TXT,Turisti.txt,0
UC10.TXT,TuristiTableModel.txt,0
UC11.TXT,Autenticazione.txt,0
UC11.TXT,Banner.txt,0
UC11.TXT,BannerDialog.txt,0
UC11.TXT,BannerNode.txt,0
UC11.TXT,BannerRenderer.txt,0
UC11.TXT,BeanBanner.txt,0
UC11.TXT,BeanBeneCulturale.txt,0
UC11.TXT,BeanMenu.txt,0
UC11.TXT,BeanNews.txt,0
UC11.TXT,BeanOperatoreAgenzia.txt,0
UC11.TXT,BeanOperatorePuntoDiRistoro.txt,0
UC11.TXT,BeanPiatto.txt,0
UC11.TXT,BeanPreferenzaDiRicerca.txt,0
UC11.TXT,BeanPreferenzeGeneriche.txt,0
UC11.TXT,BeanPuntoDiRistoro.txt,0
UC11.TXT,BeanTag.txt,0
UC11.TXT,BeanTurista.txt,0
UC11.TXT,BeanVisitaBC.txt,0
UC11.TXT,BeanVisitaPR.txt,0
UC11.TXT,BeniCulturali.txt,0
UC11.TXT,Categoria.txt,0
UC11.TXT,ControlloBeniCulturali.txt,0
UC11.TXT,ControlloDati.txt,0
UC11.TXT,ControlloDatiAdvertisement.txt,0
UC11.TXT,ControlloVisiteBeniCulturali.txt,0
UC11.TXT,ControlServerLauncher.txt,0
UC11.TXT,CostantiGlobali.txt,0
UC11.TXT,DBBanner.txt,0
UC11.TXT,DBBeneCulturale.txt,0
UC11.TXT,DBConnessionePool.txt,0
UC11.TXT,DBConvenzione.txt,0
UC11.TXT,DBMenu.txt,0
UC11.TXT,DBNews.txt,0
UC11.TXT,DBOperatoreAgenzia.txt,0
UC11.TXT,DBOperatorePuntoDiRistoro.txt,0
UC11.TXT,DBPiatto.txt,0
UC11.TXT,DBPreferenzeDiRicerca.txt,0
UC11.TXT,DBPreferenzeGeneriche.txt,0
UC11.TXT,DBPuntoDiRistoro.txt,0
UC11.TXT,DBStatisticheLocalita.txt,0
UC11.TXT,DBTag.txt,0
UC11.TXT,DBTurista.txt,0
UC11.TXT,DBVisitaBC.txt,0
UC11.TXT,DBVisitaPR.txt,0
UC11.TXT,DeskManager.txt,0
UC11.TXT,ElencoCategorie.txt,0
UC11.TXT,FeedBackTableModel.txt,0
UC11.TXT,Fuzzy.txt,0
UC11.TXT,GestioneAdvertisement.txt,0
UC11.TXT,GestioneAdvertisementAgenzia.txt,0
UC11.TXT,GestioneAdvertisementPuntoDiRistoro.txt,0
UC11.TXT,GestioneBeniCulturaliAgenzia.txt,0
UC11.TXT,GestioneBeniCulturaliComune.txt,0
UC11.TXT,GestionePuntiDiRistoroAgenzia.txt,0
UC11.TXT,GestionePuntiDiRistoroComune.txt,0
UC11.TXT,GestioneTagComune.txt,0
UC11.TXT,GestioneTagOperatoreAgenzia.txt,0
UC11.TXT,GestioneTuristaClient.txt,0
UC11.TXT,GestioneTuristaComune.txt,0
UC11.TXT,GestioneTuristiAgenzia.txt,0
UC11.TXT,HelpManager.txt,0
UC11.TXT,IAutenticazione.txt,0
UC11.TXT,IDBBanner.txt,0
UC11.TXT,IDBBeneCulturale.txt,0
UC11.TXT,IDBMenu.txt,0
UC11.TXT,IDBNews.txt,0
UC11.TXT,IDBOperatoreAgenzia.txt,0
UC11.TXT,IDBOperatorePuntoDiRistoro.txt,0
UC11.TXT,IDBPiatto.txt,0
UC11.TXT,IDBPreferenzeDiRicerca.txt,0
UC11.TXT,IDBPreferenzeGeneriche.txt,0
UC11.TXT,IDBPuntoDiRistoro.txt,0
